title,content
"


",
"


",
"
The new Wolfenstein game release date gets confirmed - Times of India

","
NEW DELHI: American game developer Bethesda had announced Wolfenstein: Youngblood at the Electronic Entertainment Expo in 2018. Now, it has confirmed the release date of the upcoming game in the Wolfenstein franchise. The game would debut July 26 on PC, PS4, Xbox One and Switch platforms. 

Wolfenstein: Youngblood is a co-op shooter where you get to play as BJ Blazkowicz's daughters Jessica and Sophia. If you are going solo then an AI player would be helping you out. The game can be played either with a friend or alone. The game story involves the two girls in the search of their father who has gone missing.

The base version of the game is going to be priced at $30. If you wish to lay your hands on the Deluxe Edition, you can purchase it for just $40. The Deluxe Edition would also get you a Far Cry-style Buddy Pass with the help of which a friend can play alongside you without having to purchase a separate copy of the game.

The upcoming Wolfenstein title, Wolfenstein: Youngblood is set in the 1980s and the twin daughters of BJ Blazkowicz Jessica and Sophia would be continuing the war against the Nazis. 2019 will also see the launch of the VR game Wolfenstein: Cyberpilot.

Bethesda is also working on Wolfenstein III which would be the sequel to Wolfenstein II: The New Colossus. As the eighth main title in the Wolfenstein series and the sequel to Wolfenstein: The New Order, Wolfenstein: The New Colossus came out in the later part of 2017. It was set in an alternate history line in which the Nazis have won the Second World War instead of the Allies. The game storyline sees war veteran William “BJ” Blazkowicz fighting against the Nazi regime in America.

"
"
Oppo Reno: Oppo Reno alleged leak shows a wedge-shaped pop-up selfie camera - Times of India

","
Oppo’ upcoming smartphone lineup under the new sub-brand Reno has been making a buzz recently. It is now rumoured to come with a pop-up camera that wedges out from one side. This wedge-shaped camera houses the selfie camera along with the LED flash. This new set of information come from the case images shared by SlashLeaks. 

The back of the smartphone can be seen sporting a vertically aligned dual rear camera. LED flash is placed below the camera setup. Further, the company’s VP Brian Shen has revealed that the smartphone will feature a variant powered by Qualcomm Snapdragon 855 SoC processor. He took to the Chinese microblogging site Weibo to share the information. 

It is important to note here that earlier reports suggest that Oppo Reno may be powered by Qualcomm Snapdragon 710 processor. Therefore, it may be concluded that while the standard variant will sport Snapdragon 710, the higher variant could be powered by Snapdragon 855. 

The leaked case renders also suggest that the phone will include a 3.5mm headphone jack, USB Type-C port and a speaker grille at the bottom. 


Oppo Reno: Expected specifications

The upcoming smartphone is expected to come with a 6.4-inch display. The dual-lens camera at the back may consists of 48-megapixel primary sensor and a 5-megapixel secondary sensor. 

Earlier leaks suggest that the smartphone will be available in different colour options - Green, Black, Purple and Pink. Further, the handset is expected to offer 10X hybrid zoom capabilities showcased by Oppo at the Mobile World Congress (MWC) 2019. It is also expected that the handset will be launched in China in April this year, though the exact date is yet not known.


"
"
fitbit versa lite edition: Fitbit Versa Lite Edition, Inspire and Inspire HR arrives in India; Fitbit Ace 2 to launch later - Times of India

","
Wearables brand Fitbit has announced the availability of Fitbit Versa Lite Edition, Fitbit Inspire HR and Fitbit Inspire fitness trackers in India at Rs 15,999, Rs 8,999 and Rs 6,999 respectively. Meanwhile, the company also confirmed the launch of Fitbit Ace 2 later this year. The new Fitbit range will be available in several colour options both online and offline including Amazon, Flipkart, Reliance Digital, Croma and Helios. 

Fitbit Versa Lite Edition comes equipped with features like PurePulse 24/7 heart rate, automatic activity and sleep stages tracking. The smart watch has 15+ goal-based exercise modes and support GPS connectivity. It is said to be backed by a battery that lasts for more than four days. Other features include smartphone notifications, apps, and relative SpO2 sensor to estimate changes in blood oxygen levels. 

The new affordable smart watch features a simple one-button, lightweight, swim proof design. Versa Lite Edition will be available in White, Lilac, Mulberry, Marina Blue and Charcoal.

Fitbit Inspire HR is the brand’s most affordable 24/7 heart rate tracking device. It packs all-day automatic activity, exercise and sleep stages tracking, with more than 15 goal-based exercise modes, connected GPS, and guided breathing. It comes with a price tag of Rs 8,999.

Fitbit Inspire, on the other hand is priced at Rs 6,999. Available features include automatic activity, exercise and sleep tracking, goal celebrations, reminders to move and timer and stopwatch apps to help users stay on track.

Both Inspire and Inspire HR sport swim proof design with a touchscreen display, smartphone notifications, and up to 5 days of battery life. Fitbit Inspire HR will be available in Black, Lilac and two-tone Black and White colour variants.

Fitbit Ace 2 is aimed at kids aged 6 and above. The smart band comes with swimproof design and is available in colour options that include watermelon with teal clasp or night sky with neon yellow clasp. “The Fitbit Ace 2 aims to help kids ages 6+ learn healthy habits at an early age and encourages them to spend more active time with family and friends,” said the company. 


"
"
huawei p30 lite launched: Here’s the most affordable Huawei P30 smartphone that the company didn’t launch at the event - Times of India

","
Huawei has just unveiled its P30 and P30 Pro flagship smartphones in Paris with much fanfare. But it didn’t reveal the third smartphone in the series and today has quietly listed it on its Philippines website. The third smartphone, named Huawei P30 Lite, is the least powerful in the line up according to the specs. Design wise it resembles the Huawei P30.

The smartphone is not only listed on the official Huawei Philippines website but is also up for pre-orders in the region via third-party online retailers. The device’s listing shows the price tag of PHP 16,990 with shipping starting from April 4. It will be available in Midnight Black, Pearl White and Peacock Blue colours. There is no word as to when the handset will be coming to other countries.

As for the specifications, the Huawei P30 Lite sports a 6.15-inch IPS screen with FHD+ (2312x1080 pixels) resolution, waterdrop notch and 415ppi pixel density. Running Android 9 Pie based EMUI 9.0.1, the P30 Lite is backed by the Kirin 710 octa-core processor with Mali-G511 GPU, 6GB RAM and 128GB inbuilt storage, which can be expanded using a microSD card. 

Being a camera-centric device, the Huawei P30 Lite boasts of triple rear cameras that include a 24MP autofocus sensor with wide-angle lens and f/1.8 aperture, an 8MP sensor with Ultra ide Angle lens and a 2MP sensor for better bokeh images. It has the same set of software features and modes as the Huawei P30. At the front, you get a 32MP sensor with f/2 aperture and BSI sensor.

The smartphone packs 3340mAh battery and is non-resistant to water and dust. Feature-wise, the smartphone nearly has all that is present in the P30 and the P30 Pro. The fingerprint sensor is not on the screen but at the back.

"
"
samsung galaxy fold: Samsung claims its Galaxy Fold is sturdy and durable - Times of India

","
NEW DELHI: Samsung showcased its first foldable smartphone -- Galaxy Fold last month at an event in San Francisco. Recently, the company announced that it will launch the smartphone in April in Europe, UK and US. 

At the time of the launch of the smartphone, Samsung said that Galaxy Fold uses a new type of polymer layer which makes the device flexible and tough at the same time. The company also claims that the hinge of the device consist of multiple interlocking gears which are hidden in an enclosure and offer a smooth closing and opening experience to the users.

In order to test the folding ability of the smartphone, Samsung a test with reliability labs and has also released a video of the same. This test, which examines whether the Galaxy Fold can outlast 200,000 folds and unfolds (or around five years of use, if used 100 times a day), takes a full week to complete. While the extent of the test may seem like overkill to some, Samsung viewed it as vital to ensuring the durability of device’s hinged design and Infinity Flex Display.

Watch how Samsung ensures that the Galaxy Fold will be up to the task with each and every fold and unfold.








To recall, the 
Samsung Galaxy Fold comes with a regular thick 4.6-inch display which opens into a large 7.3-inch tablet. It is most expensive smartphone from Samsung and comes with a price tag of $1,980 which translates into Rs 1.41 lakh. 

The smartphone is powered by a 7nm octa-core processor and runs Android 9.0 Pie operating system. The foldable smartphone offers 12GB of RAM and 512GB internal storage. There are a total of 6 cameras of the Galaxy Fold. Three at the back, one at the centre and two on the front. 

"
"
Myntra: Myntra launches Blink Play earphone, priced at Rs 2,250 - Times of India

","
E-commerce company Myntra and Jabong has launched a ‘smart’ headphone called Blink Play in India priced at Rs 2,250. The Bluetooth-enabled neckband is claimed to deliver audio functionality and include fitness tracking features as well for sports enthusiasts. The device is available in three metallic variants: Carbon Black, Moon Silver and Rose Gold and two designer variants: Limerick and Tangerine.

The accessory gives users a host of functionalities related to fitness, in conjunction with the Blink Fit App, on both Android and iOS. Besides audio streaming, the device supports Siri and ‘OK Google’ voice commands with just a tap. As a personal fitness coach, the device lets the user access a range of guided audio sessions on the app while tracking activity metrics through an on-going training session. Blink Play’s hardware features audio chipsets from Qualcomm and a built-in microphone.

Some features of the product are:

Fitness Data: Calculates steps, distance, calories burnt, with a comparison of historical data.

Audio Coach: Guided audio training sessions that users can choose from, depending on activities indoor, runs, cycling sessions and walks.

Leaderboards: Allow users to challenge themselves and friends on fitness tasks and goals, with a rank on the leaderboard depending on their scores.

Blink Play comes as a product of Innovation Labs by Myntra and Jabong that was established last year.

Speaking on the launch, Amar Nagaram, Head - Myntra and Jabong, said, “In-house innovation is a very strong working principle at Myntra and Jabong and this has helped us stay ahead as frontrunners at the intersection of fashion and technology. BLINK PLAY combines ultra-premium fitness features on a wearable device through compact design, while also ensuring accessibility and affordability for the masses, thanks to the efforts of our Innovation Labs team that has made this product a reality. It is a fitness guide and coach like no other with its vivid functionality, aiding in wellbeing.” 



"
"
Mi Foldable Phone: Xiaomi shows Mi foldable phone in new video - Times of India

","
NEW DELHI: After Samsung and Huawei now it seems that the Chinese smartphone maker Xiaomi will soon launch its foldable smartphone. In January this year, the company's vice president Wang Zhang shared a video in which he was seen using the Mi foldable phone. At that time it was speculated that the company will soon launch the smartphone. But later the company said that the smartphone is still in works and is not going to launch anytime soon.

Now the company has released a new video which again teases the foldable phone. This new teaser hints that Xiaomi might soon launch the phone. The new video is 10 seconds long and shows the phone in both flat and foldable position. The video highlight that the phone comes with a double fold design. 

The phone is being used with gesture controls which are a feature of Android 9.0 Pie operating system. The gesture controls come really handy when users are using the device with one-hand.







It is expected that the Mi foldable phone will be powered by Qualcomm Snapdragon 855 processor. The report also suggest that the display of the phone is co-developed with Visionox. It is expected that the company might launch the smartphone in the second quarter of 2019.
It will also be an expensive device and is said to come with a starting price tag of $1,980.

Recently, Xiaomi expanded its product lineup with the launch of an upgraded version of its 
Mi Notebook Air. The company has launched the Mi Notebook Air 12.5-inch (2019) is lighter than its predecessor and weighs 1.07kg. The device comes with a starting price tag of CNY 3,599. 
The laptop packs 4GB of RAM and is powered by Intel Core i5 and Core m3 processors. 

"
"
Iron Man VR: Sony to launch this Marvel superhero game in 2019 - Times of India

","
After the success of the superhero game Spider-Man on PlayStation, Sony has released the trailer for an upcoming game based on Iron Man--another popular character from the Marvel universe. Dubbed as Iron Man VR, the game puts the players behind the Iron Man helmet’s visor and will allow them to fly through clouds and fight using the PlayStation VR headset. 

The game is being developed in collaboration of Camouflaj, the team behind the game Republique and its VR port, Marvel Entertainment and Sony Interactive Entertainment.

In a blog post, Ryan Payton, Director of Camouflaj said that their team was looking to create ""a deeply personal, and appropriately funny, narrative"" in Iron Man VR that sees Tony confront ""ghosts from his past.""

The post also mentions that the developers have focused on leveraging the strength of VR gaming that will allow players to play as the Iron Man character. The game will also focus on making activities like flying, shooting and actions feel more natural and convincing.

The Iron Man VR is expected to release later this year and it will be exclusive for PlayStation 4. 

The story of the Marvel’s Iron Man VR is more than just the origin of the character but the players will play the role of Tony Stark, who confronts the ghosts from past who are looking to destroy him. 

Apart from this, the game will also have iconic allies and supervillains from the universe. The trailer does not reveal any other information related to the VR gameplay except that the game will feature the Iron Man’s virtual assistant -- Friday-- that will provide necessary combat and mission support within the game. 

Those who are not aware of the virtual assistant, Friday is the virtual assistant that Tony uploads to his suit after Jarvis that in future turns into Vision in Avengers: Age of Ultron movie.


"
"
vivo s1: Vivo S1 with 25MP pop-up selfie camera launched - Times of India

","
NEW DELHI: Chinese smartphone maker Vivo has added a new smartphone to its product portfolio with the launch of Vivo S1. Launched in China, the smartphone comes with a price tag of CNY 2,298 which translates into Rs 23,570. The smartphone comes in Ice Lake Blue and Pet Pink colour options and will go on sale in the country starting April 1.

Vivo S1 specifications
The 
Vivo S1 comes with a 6.53-inch full HD+ display with 1080x2340 pixel resolution. The smartphone comes with a notchless display and offers 19.5:9 aspect ratio. The device is powered by MediaTek Helio P70 processor and also comes equipped with Game Turbo in order to offer a better gaming experience.

The Vivo S1 runs Android 9.0 Pie operating system topped with company's own FunTouch layer of UI customisation. The smartphone packs 6GB of RAM and 128GB internal storage. The users can further expand the storage by adding a microSD card.

The handset comes equipped with a rear mounted fingerprint sensor and is backed by a 3,940 mAh battery. The company has incorporated dual-engine fast charging support in the smartphone which it introduced in the recently launched 
Vivo V15 Pro as well.

On the camera front, the Vivo S1 offers a triple rear camera setup. The rear of the device houses a 12MP primary sensor with f/1.7 aperture, 8MP secondary sensor with f/2.2 aperture and a 5MP third sensor with f/2.4 aperture. The front is home to a 25MP pop-up selfie camera with AI beautification features.

The smartphone offers 4G, VoLTE, 3G, WiFi, Bluetooth and GPS as connectivity options.

Recently, 
Vivo launched another pop-up selfie camera -- Vivo V15 in India. The smartphone comes with a price tag of Rs 23,990. The smartphone is available on all the leading e-commerce platforms. 

"
"
vivo smartphone: Design innovations help Vivo become the fastest growing smartphone brand in India: Report - Times of India

","
Moving beyond the specs-price battle in the highly competitive Indian market, Chinese smartphone brand Vivo appears to be slowly emerging as one of the favourite in the country. Vivo is among the first to introduce design innovations in its phones like a popup selfie camera, in-display fingerprint scanner and a screen SoundCasting tech in which the display itself doubles up as a speaker. And it seems, this strategy to introduce design innovations across all price points is doing well for 
Vivo. 

Citing the latest market tracker report from research firm GfK, the company claimed itself as the fastest growing brand with 63.2% growth in terms of value and 60.9% growth in terms of volume in January 2019 versus January 2018. 

“We have a strong and diversified product portfolio in the Rs 8-10k, Rs 11-20k, Rs 20-25k and above Rs 30k segment to address the overall smartphone market in India. By launching devices in both the less than Rs 20K segment (Y series) and the Rs 20K plus segment (V series), we were able to secure 15.8% growth in terms of value and 13% growth in terms of volume, in Q4 of 2018, versus Q3 of 2018 despite the industry growing of merely 2.6 % and 5.2% in volume and value respectively (as per GfK),” said Nipun Marya, director, brand strategy, Vivo India. 

While rivals could negate this sudden growth, the brand seems to have positioned itself well in India. “We are focused on establishing itself as a long-term player in India with emphasis on providing innovative products. Owing to the right product mix, innovative marketing and robust distribution network, we have seen an encouraging growth over the last 4 years. As we gear up for our next growth phase, we have elevated our proposition from just music & camera to an ‘innovation lead’ brand and our products speak volumes for the same,” said Marya. 

Vivo recently flaunted a concept phone dubbed as Apex 2019, which doesn’t come with any port, button, selfie camera or even a SIM card slot. Dubbed as a ‘holeless phone’, Vivo thinks Apex could be the future -- a smartphone with just a display and no other distractions. 

“2019 will be the year Vivo will be recognized beyond than just a smartphone with a focus towards camera and music, but a brand that is fueled by innovation. We will bring products that deliver an extraordinary experience and will continue to provide product across price points. We are already the number 2 brand in the market in terms of value (as per GFK) and are confident that our growth will continue in the Indian market not just this but also in the coming years,” said Marya. 

"
"
Lenovo Z6 Pro: Lenovo Z6 Pro smartphone expected to come with 100MP camera - Times of India

","
NEW DELHI: Lenovo teased its first 5G smartphone -- Lenovo Z6 Pro at MWC 2019, in Barcelona, Spain. At that time the company mentioned that the Lenovo Z6 Pro will come with 5G support and will sport a HyperVison camera.

Now the company VP Chang Cheng has teased some of the specifications of the yet to launch smartphone. The post shared consist of a hashtag ‘亿级像素’ which translates into 'billion level pixels', which means 100 million pixels. So according to a report by IT Home, the Lenovo Z6 Pro is expected to come equipped with a 100MP camera.

The report also adds that the smartphone might also sport an in-display fingerprint sensor and wireless charging support. Another online report suggest that last year Qualcomm announced that its processors already offer support for images which are more than 100MP in resolution.

Earlier, the Cheng announced that the company will launch the 
Lenovo Z6 Pro on March 27, but now the report claim that the smartphone will be launched in April 2019. It is expected that the Lenovo Z6 Pro will be powered by Qualcomm's flagship Snapdragon 855 processor. The smartphone is said to run Android 9.0 Pie operating system.It will also be the first smartphone of the company to come with 5G support.

The smartphone is also expected to offer 12GB of RAM and 512GB of internal storage. 

Last year in December Lenovo launched the Z5 Pro GT smartphone in China. The smartphone comes with a 6.39-inch touchscreen display with 1080x2340 pixel resolution. The device runs Android 9.0 and is powered by Qualcomm Snapdragon 855 processor. The handset offer 6GB of RAM and 128GB internal storage which can be expanded further by adding a microSD card. It comes with a dual rear camera setup and is backed by a 3,350 mAh battery. 

"
"
Telegram Delete Chat Feature: Telegram brings ultimate 'kill switch' for your chats - Times of India

","
Facebook’s WhatsApp is popular for its end-to-end encryption. Just like WhatsApp, Telegram is another chat app service that delivers end-to-end encryption and has more features. Now, keeping privacy at the forefront, Telegram has introduced the ‘Unsend Anything’ feature that essentially is the ultimate ‘kill switch’ to delete any message from any chat without any time limits.

“The ‘Unsend’ feature we introduced 2 years ago worked only for messages sent by you and only for 48 hours. Now you can “unsend” messages you have received as well, and there is no time limit. You can also delete any private chat entirely from both your and the other person's device with just two taps,” adds the Telegram blog post.

While this feature should come as a pleasant surprise for many, Telegram is bringing a couple of more features with the app version – Anonymous Forwarding and Settings Search.

Anonymous Forwarding strengthens the privacy even more by restricting who can forward your messages. “When this setting is enabled, your forwarded messages will no longer lead back to your account — they'll just display an unclickable name in the “from” field. This way people you chat with will have no verifiable proof you ever sent them anything,” adds the blog post.

To enable this, one would have to go to ‘Forwarded messages’ under the Privacy and Security settings.

The ‘Settings Search’ feature now lets you easily search for and settings you need in the ever-expanding list in the app. The search tool also answers any Telegram-related questions from the FAQ section.

In addition to these three apps, Telegram now has an upgraded GIF and sticker search. Large GIFs will now also be streamed so users don’t have to download it to view it. Android users can also search for emojis using keywords.

Finally, the update comes with support for accessibility features – VoiceOver on iOS and TalkBack on Android for easy access to features.

"
"
flipkart mobiles bonanza sale: Flipkart Mobiles Bonanza: No-cost EMI offers available on Xiaomi, Asus and Nokia phones - Times of India

","
Flipkart Mobiles Bonanza sale is live now. The four-day long sale kicked off on March 25 and will go on till March 28. As part of the sale, buyers will get extra 5% instant discount on EMI purchases made using Axis Bank debit and credit cards. Also, they will be entitled to get some extra money off on exchanging an old mobile while purchasing a smartphone during the sale. Here are some of the phones from Xiaomi, Asus and Nokia that can be purchased under the no cost EMI offer


Xiaomi Poco F1 (6GB+128GB, Graphite Black): Available at Rs 20,999 after discountThe Poco F1 from Xiaomi is selling at Rs 20,999 after an extra discount of Rs 4000. It can be purchased at no cost EMI for Rs 3,500/month. Standard EMI offer is also available for this phone.

Buyers can get upto Rs 18,000 off on exchange and an extra Rs 500 off over regular exchange value (Price inclusive). Buyers would also get an extra 5% off with Axis Bank Buzz credit cards.


Xiaomi Redmi Note 6 Pro (4GB+64GB, Black): Available at Rs 11,999 after discount

The Redmi Note 6 Pro from Xiaomi is selling at Rs 11,999 after an extra discount of Rs 4,000. It can be purchased at no cost EMI for Rs 2,000 per month. Standard EMI offer is also available for this phone.

Customers can get up to Rs 11,250 off on exchange and an extra Rs 1,000 off over regular exchange value (price inclusive). Customers would also get an extra 5% off with Axis Bank Buzz credit cards.


Asus ZenFone Max M2 (3GB+32GB, Black): Available at Rs 7,999 after discount

The Asus Zenfone Max M2is selling at Rs 7,999 after an extra discount of Rs 5,000. It can be purchased at no cost EMI at Rs 1,334 per month. Standard EMI offer is also available for this phone.

Customers can get upto Rs 7,650 off on exchange and an extra Rs 500 off over regular exchange value (price inclusive). Customers would also get an extra 5% off with Axis Bank Buzz credit cards.


Nokia 5.1 Plus (3GB+32GB, Black): Available at Rs 8,999 after discount

The Zenfone Max M2 from Asus is selling at Rs 8,999 after an extra discount of Rs 4,200. It can be purchased at no cost EMI for Rs 1,500 per month. Standard EMI offer is also available for this phone.

Customers can get upto Rs 7,650 off on exchange and an extra Rs 500 off over regular exchange value (price inclusive). Customers would also get an extra 5% off with Axis Bank Buzz credit cards.






"
"
huawei p30 pro: Huawei P30, P30 Pro launch event highlights - Times of India

","
Paris: Chinese telecom major Huawei is all set to launch its new P30 series of smartphones at an exclusive event in Paris today. Like the older Huawei P20 smartphones, the key USP of the new Huawei P30-series of smartphones is also the camera. Huawei is claiming it to be its “most advanced camera smartphones to date”. The 
Huawei P30 and 
P30 Pro smartphones will most likely be powered by Huawei's own Kirin 980 chipset -- which also powers the Huawei Mate 20 series smartphones. The new P30 series of smartphones are expected to be launched in India soon after it is launched globally. 


The Times of India-Gadgets Now team will be covering the launch event live from the venue. Stay tuned to this space for live updates. 


WATCH VIDEO: Huawei P30 series launch event


Apart from launching the P30 and P30 Pro, Huawei has launched two earphones in the form of FreeBuds Lite and FreeLace along with a power bank. The company also showcased a smart eyewear. 

The Huawei P30 smartphone offers 128GB internal storage and 6GB of RAM options and is priced at 799 Euro. The base variant of the Huawei P30 Pro offers 8GB RAM + 128 GB ROM costs 999 Euro. The 8GB RAM variant with 256GB storage and 512GB storage costs 1099 and 1249 Euro respectively. 

-After phones and earphones, Huawei now launches a smart eyewear.

-The Huawei FreeLace earphones support Huawei HiPair, which is said to allow users to charge and pair them with any Huawei smartphone -- running on running EMUI 9.1 -- by plugging them to the device. 

-Huawei has launched a new wireless audio device-- called the Huawei FreeLace -- along with the latest P30 series smartphones.

-The Huawei P30 Pro comes with a digital car key feature which unlocks car doors with just one tap wirelessly. This feature is available for select Audi car models initially and is expected to be rolled out for other luxury cars going ahead. 

-The Huawei P30 Pro comes with 40W charger which can charge the 4,200mAh battery till 70% in 30 mins of charging. The device also comes with 15W wireless charging. There is reverse charging as well. 

-Both the smartphones offer dual 4G and VoLTE connectivity on both the SIM card slots. 

- The cameras of the latest P-series smartphones come with a Huawei AI HDR+ mode that enables the front and rear cameras to combine multiple photos taken in quick succession. 

-Both P30 Pro and P30 support Dual-View mode that equips two of the rear cameras to record different videos simultaneously. “In Dual-View mode, you can capture both an ultra-wide angle clip and a zoom shot – offering a panorama on the right and a close-up on the left of the screen,” explained Huawei.

-The Huawei P30 Pro boasts the highest DxOMark score for camera with an overall score of 112. 

-The Huawei P30 phones come with a Dual View feature which will help users record videos with both wide-angle and regular lens simultaneous.

-Both Huawei P30 Pro and P30 claim to offer stable video recordings with AI features. 

-Besides the triple rear camera setup of the P30, the Huawei P30 Pro has an additional Time of Flight (TOF) camera -- making the P30 Pro the first handset from Huawei to offer a quad-lens camera setup.

-The Huawei P30 offers 5x periscope zoom. 

-The Huawei P30 offers Leica-powered triple-camera system on the back with a 40-megapixel (f/1.8 aperture) primary sensor, a 16-megapixel ultra wide angle sensor (f/2.2 aperture) and a telephoto 8-megapixel sensor. 

-On the front, there is a 32-megapixel sensor.

-Huawei showcases technologies like SuperSpectrum Sensor and extreme optical SuperZoom lens in the cameras of P30 series smartphones 

-Huawei claims that the new P30 series phones can rival any professional camera.

- The event has started. Stay tuned to this space for more details live from the venue.
"
"
ios 12.2 update: Apple's in-house AirPods rival spotted in iOS 12.2 - Times of India

","
Apple has just refreshed it’s AirPods line up with a second-generation model that also comes with a wireless charging case. But little do most of us know about its unannounced in-house wireless earbuds competitor that has showed up in iOS 12.2. The new OS version rolled out soon after Apple’s ‘Special event’ where it introduced a bunch of payment and streaming services. 

This time, iOS 12.2 doesn’t include a mere reference to the new wireless earbuds called Powerbeats Pro, but also show it with the case in a high-res image. The image was found by 9to5Mac hidden in the new OS version. As per the image, the Powerbeats Pro seems similar to the Powerbeats3 in terms of design sans the connecting wire, indicating the company’s push towards making independent earbuds.

The earbuds can be seen housed inside the Beats-branded charging case in all Black. The accessory is also said to come in White colour variant. There is still no word as to when Apple plans to launch these wireless earbuds but since it has showed up on iOS 12.2, the launch might not be far enough.

According to a report by CNET, the new Powerbeats Pro might feature Apple’s H1 chip, which also powers the recently launched AirPods second-generation. It may also feature wireless charging and be water resistant. There’s also no word on the price of the wireless earbuds.

On a related note, Apple recently unveiled its new AirPods wireless earbuds priced at Rs 14,900. If you want the wireless charging case as well, it would cost you Rs 18,900. The wireless charging case alone will cost you Rs 7,500. What’s new this time, besides the H1 chipset, is the support for ‘Hey Siri’ voice command. This makes it easier to change songs, make a call, adjust the volume or get directions simply by saying, “Hey Siri.”

"
"
Huawei P30 vs Huawei P30 Pro: How the two compare - Times of India

","
Chinese smartphone maker Huawei launched its P-series smartphones at an event in Paris, France, earlier this week. The company has launched three new smartphones -- P30, P30 Pro and P30 Lite. While all three handsets sport waterdrop notch and gradient back designs, there are some differences in terms of specifications. Here’s specs-wise comparison of the Huawei P30 and Huawei P30 Pro smartphones.SpecificationsHuawei P30 Huawei P30 ProDisplay6.1-inch FHD+ display of 1080 x 2340 pixels resolution6.4-inch FHD+ display of 1080 x 2340 pixels resolutionProcessorHuawei Kirin 980 SoCHuawei Kirin 980 SoCRAM6GB, 8GB6GB, 8GBStorage128GB128GB, 256GB and 512GBRear camera40-megapixel (f/1.8 aperture) sensor + 16-megapixel ultra wide angle (f/2.2 aperture) sensor + 8-megapixel telephoto sensor40-megapixel (f/1.8 aperture) sensor + 16-megapixel ultra wide angle (f/2.2 aperture) sensor + 8-megapixel telephoto sensor +Time of Flight (TOF) camera Front camera32-megapixel sensor32-megapixel sensorOperating systemEMUI 9.1 based on Android 9.1EMUI 9.1 based on Android 9.1Battery3650mAh4200mAhColour optionsAmber Sunrise, Breathing Crystal, Black, Pearl White and AuroraAmber Sunrise, Breathing Crystal, Black, Pearl White and AuroraPrice799 Euro (approximately Rs 62,068)8GB+128GB variant: 999 Euro (approximately Rs 77,555)8GB+256GB variant: 1099 Euro (approximately Rs 85,302)8GB+512GB variant: 1249 Euro (approximately Rs 96,964)"
"
Redmi Note 7 Pro: Xiaomi Redmi Note 7 and Note 7 Pro sale today on Flipkart at 12pm - Times of India

","
Xiaomi recently launched two new smartphones in India- Redmi Note 7 and Redmi Note 7 Pro. Both the smartphones are set to go on another flash sale today. The handsets will be available on Flipkart and Mi.com website from 12pm onwards. Those interested may head to either of the websites to buy one for themselves.


Xiaomi Redmi Note 7 and Note 7 Pro: Price and offers

Both Redmi Note 7 and Note 7 Pro come in different storage variants. The 
Redmi Note 7 Pro packs 3GB RAM with 32GB storage priced at Rs 9,999. The other model with 4GB RAM and 64GB storage comes with a price tag of Rs 11,999. Similarly, Redmi Note 7 Pro retails at Rs 13,999 and Rs 16,999 for the 4GB and 6GB RAM variants. 

Offers that are available during the sale include extra 5% off with Axis Bank Buzz credit card. Buyers will also get a 5% off on EMI transactions made using the Axis Bank credit card. Standard EMI for Redmi Note 7 starts at Rs 333 per month, while it starts at Rs 465 per month for Redmi Note 7 Pro.


Xiaomi Redmi Note 7 and Note 7 Pro: SpecificationsThe 
Xiaomi Redmi Note 7 smartphone features a 6.3-inch full HD+ display with 1080x2340 pixel resolution. Powered by 2.2GHz octa-core Qualcomm Snapdragon 660 processor AIE, the device runs Android 8.1 Oreo operating system topped with company's own MIUI 10.

The handset comes in two variants - 3GB+32GB and 4GB+64GB. The storage may be further expanded up to 256GB via microSD card. On the camera front, the smartphone offers a 13MP camera at the front and a dual-lens setup comprising of 12MP+2MP sensors. Redmi Note 7 is backed by 4000mAh battery.

Major highlight of Xiaomi Redmi Note 7 Pro is its 48MP rear camera. The device comes with a 6.3-inch full HD+ display with 1080x1920 pixel resolution and 19:9 aspect ratio. It runs Android 9.0 Pie operating system topped with company's own layer of MIUI 10 and is powered by an octa-core Qualcomm Snapdragon 675 processor.

For imaging duties, the device sports a 48MP primary sensor with a Sony IMX586 sensor and f/1.79 aperture. It is paired with a 5MP depth sensor with LED flash. For selfies, the handset offers a 13MP front camera. Redmi Note 7 Pro houses a 4000mAh and comes with Qualcomm Quick Charge 4.0 support.

"
